Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Reasons for canceling by Customer,Reasons for canceling by Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
22-04-2025,14:48:00,CNR2863012281,Success,CUST3116,eBike,Bopal,Meghaninagar,4.72,12.27,,,,,,,995.63,Cash,22.64,3.1,3.3
08-04-2025,02:25:00,CNR9708449505,Success,CUST2396,Bike,Navrangpura,Navrangpura,4.49,6.45,,,,,,,120.92,Wallet,4.47,4,3.4
26-04-2025,05:06:00,CNR2015237459,Canceled by Driver,CUST4934,Auto,Lal Darwaja,Amraiwadi,,,,,Yes,Customer was coughing/sick,,,,,,,
15-04-2025,00:33:00,CNR9241990722,Canceled by Driver,CUST8444,Bike,Hansol,Science City,,,,,Yes,More than permitted people in there,,,,,,,
28-04-2025,12:17:00,CNR2326361922,Incomplete,CUST6234,Mini,Dariapur,Vejalpur,,,,,,,Yes,Customer Demand,,,,,
10-04-2025,11:51:00,CNR1859177058,Canceled by Customer,CUST5793,Prime SUV,Vejalpur,Gomtipur,,,Yes,AC is Not working,,,,,,,,,
23-04-2025,09:44:00,CNR2068886144,Success,CUST5962,Prime Sedan,Saraspur,New Ranip,8.12,8.05,,,,,,,955.73,Credit Card,7.19,3.5,3.4
18-04-2025,18:17:00,CNR8532365948,Success,CUST8704,Prime Plus,Drive-In,Naroda,3.77,7.61,,,,,,,163.46,UPI,24.69,3.8,3.9
07-04-2025,10:37:00,CNR9953545544,Canceled by Driver,CUST2986,Bike,Hansol,Meghaninagar,,,,,Yes,Customer related issue,,,,,,,
14-04-2025,06:59:00,CNR1647628031,Success,CUST4920,Prime SUV,CG Road,Bodakdev,11.71,8.42,,,,,,,770.57,Credit Card,10.53,4.4,4.2
26-04-2025,03:55:00,CNR9790331337,Success,CUST3870,Prime SUV,Gota,Bopal,13.19,11.48,,,,,,,168.42,Cash,23.35,4.1,3.9
17-04-2025,23:17:00,CNR2895496706,Success,CUST2647,eBike,Memnagar,Vejalpur,5.75,16.2,,,,,,,119.98,UPI,11.94,3.9,3.9
22-04-2025,20:43:00,CNR8597327727,Success,CUST8496,Mini,Gomtipur,Danilimda,12.23,14.06,,,,,,,138.49,Cash,22.06,3.3,4.2
06-04-2025,21:00:00,CNR9345582630,Canceled by Driver,CUST7090,Mini,Paldi,Paldi,,,,,Yes,Customer was coughing/sick,,,,,,,
14-04-2025,20:07:00,CNR2452085335,Success,CUST2435,Mini,Ranip,Navrangpura,14.59,13.53,,,,,,,192.26,UPI,4.58,3.4,4.6
03-04-2025,07:23:00,CNR5576575141,Success,CUST4172,Auto,Jamialpur,Chandkheda,6.83,16.34,,,,,,,62.77,Debit Card,13.31,3.6,3.9
08-04-2025,07:19:00,CNR4031179391,Success,CUST9366,Auto,Gomtipur,Bopal,7.06,19.18,,,,,,,636.87,Credit Card,3.55,4.9,3.3
16-04-2025,15:15:00,CNR6125861647,Success,CUST1450,Mini,Gomtipur,Chandkheda,4.39,6.51,,,,,,,215.33,Cash,24.25,4.1,4.8
05-04-2025,06:00:00,CNR4315436459,Success,CUST6747,eBike,Danilimda,New Ranip,4.95,10.63,,,,,,,776.052,Credit Card,15.29,4.8,4
09-04-2025,16:09:00,CNR2887678086,Success,CUST4251,Prime SUV,Isanpur,Amraiwadi,6.36,11.28,,,,,,,699.47,Debit Card,11.05,3.2,3.9
30-04-2025,17:58:00,CNR4401795459,Success,CUST2920,Bike,Maninagar,Amraiwadi,14.75,18.57,,,,,,,370.06,Wallet,6.7,3.3,4.1
18-04-2025,01:52:00,CNR8345543329,Canceled by Driver,CUST7259,Mini,Nikol,Gomtipur,,,,,Yes,Personal & Car related issue,,,,,,,
13-04-2025,23:40:00,CNR8777173786,Incomplete,CUST6732,Prime Sedan,Amraiwadi,Navrangpura,,,,,,,Yes,Customer Demand,,,,,
22-04-2025,04:32:00,CNR2460634336,Canceled by Driver,CUST8634,Bike,Vatva,Dariapur,,,,,Yes,Personal & Car related issue,,,,,,,
06-04-2025,22:40:00,CNR6479797309,Incomplete,CUST6824,Prime SUV,CG Road,Isanpur,,,,,,,Yes,Other Issue,,,,,
15-04-2025,11:51:00,CNR2997717888,Success,CUST3848,Prime Sedan,Shahpur,Maninagar,8.72,9.83,,,,,,,261.24,Cash,20.59,4.5,3.9
06-04-2025,23:17:00,CNR2121305723,Success,CUST5462,Prime Plus,Vejalpur,Nikol,13.44,18.29,,,,,,,463.368,Wallet,22.21,4.5,3.7
18-04-2025,02:26:00,CNR7488935461,Success,CUST9917,eBike,Juhapura,Saraspur,9.51,18.35,,,,,,,255.78,Credit Card,21.65,3,3.5
08-04-2025,16:39:00,CNR8022937094,Success,CUST4151,eBike,Jamialpur,Bopal,14.95,14.59,,,,,,,375.47,UPI,24.62,4.2,3.7
01-04-2025,12:50:00,CNR9110078102,Success,CUST2788,Mini,Shahpur,Ashram Road,9.43,19.33,,,,,,,190.86,Wallet,16.23,4.1,3.8
29-04-2025,09:01:00,CNR1673906336,Success,CUST9546,Auto,Navrangpura,Ellis Bridge,4.96,9.02,,,,,,,953.65,Debit Card,10.44,4.7,3.2
15-04-2025,16:16:00,CNR9268364660,Success,CUST9704,Prime SUV,Saraspur,Thaltej,11.13,8.78,,,,,,,811.11,Debit Card,23.12,3.2,4.2
24-04-2025,03:26:00,CNR4690853604,Canceled by Driver,CUST9772,Prime Sedan,Hansol,Ghodasar,,,,,Yes,Customer related issue,,,,,,,
04-04-2025,01:04:00,CNR7207211992,Canceled by Driver,CUST5921,Prime SUV,Naranpura,Prahlad Nagar,,,,,Yes,Personal & Car related issue,,,,,,,
03-04-2025,21:44:00,CNR9712413871,Incomplete,CUST7077,Bike,Dariapur,Manek Chowk,,,,,,,Yes,Vehicle Breakdown,,,,,
27-04-2025,08:23:00,CNR4266496377,Success,CUST1390,Bike,Chandkheda,Gomtipur,12.81,12.55,,,,,,,77.628,Credit Card,7.09,4.4,3.9
05-04-2025,09:41:00,CNR2450887416,Success,CUST4899,eBike,Ashram Road,Manek Chowk,11.64,10.42,,,,,,,373.512,Credit Card,19.37,3,3.1
25-04-2025,19:00:00,CNR7802268351,Canceled by Driver,CUST2322,Prime SUV,Nikol,Naroda,,,,,Yes,Customer was coughing/sick,,,,,,,
01-04-2025,08:20:00,CNR7215977825,Canceled by Customer,CUST8246,Prime Sedan,Dariapur,Danilimda,,,Yes,AC is Not working,,,,,,,,,
22-04-2025,06:40:00,CNR3796600179,Canceled by Driver,CUST5624,Auto,New Ranip,Prahlad Nagar,,,,,Yes,Personal & Car related issue,,,,,,,
10-04-2025,20:25:00,CNR7486999534,Canceled by Driver,CUST3880,Prime Plus,Thaltej,Sola,,,,,Yes,Customer related issue,,,,,,,
29-04-2025,18:46:00,CNR4095802619,Success,CUST7650,Prime SUV,Amraiwadi,Sabarmati,8.97,12.11,,,,,,,86.6,Credit Card,20.55,3,3.1
24-04-2025,23:06:00,CNR5520445140,Incomplete,CUST8392,Mini,Ranip,Odhav,,,,,,,Yes,Other Issue,,,,,
20-04-2025,17:56:00,CNR9668987286,Success,CUST8765,eBike,Memnagar,Hansol,3.23,18.53,,,,,,,325.236,Cash,10.01,4.8,4.7
17-04-2025,23:03:00,CNR2793389246,Success,CUST1319,eBike,Juhapura,Chharodi,5.6,14.03,,,,,,,196.02,Cash,23.68,4.7,3.9
17-04-2025,21:21:00,CNR4727868382,Success,CUST9128,Bike,Kalupur,Dariapur,12.16,7.91,,,,,,,593.58,UPI,15.64,4.1,3.7
16-04-2025,02:45:00,CNR3821404104,Incomplete,CUST4802,Mini,Sabarmati,Ghodasar,,,,,,,Yes,Vehicle Breakdown,,,,,
25-04-2025,00:14:00,CNR8792953295,Incomplete,CUST3433,Mini,Kalupur,Kalupur,,,,,,,Yes,Other Issue,,,,,
30-04-2025,22:15:00,CNR7450210393,Success,CUST1387,Bike,Ghodasar,Gomtipur,6.52,18.96,,,,,,,58.41,Cash,20.43,4.5,3.3
14-04-2025,02:03:00,CNR9618036017,Canceled by Customer,CUST4072,Prime Sedan,Vatva,Kalupur,,,Yes,Driver is not moving towards pickup location,,,,,,,,,
29-04-2025,03:50:00,CNR1963218275,Success,CUST2591,Prime Plus,Juhapura,Vastrapur,12.49,14.46,,,,,,,322.17,Credit Card,5.45,3.9,3.8
22-04-2025,16:57:00,CNR4558663381,Success,CUST5144,Prime SUV,Shahpur,Kubernagar,12.45,13.64,,,,,,,974.75,UPI,5.58,4.7,3.7
10-04-2025,12:34:00,CNR4711499984,Success,CUST2013,Auto,Dariapur,Bodakdev,6.42,12.63,,,,,,,186.16,UPI,14.06,4.3,4.2
03-04-2025,01:50:00,CNR8030930754,Canceled by Customer,CUST4391,eBike,Ghodasar,Gomtipur,,,Yes,AC is Not working,,,,,,,,,
07-04-2025,14:25:00,CNR9898240345,Success,CUST1361,Mini,Paldi,Drive-In,8.84,13.64,,,,,,,297.02,Cash,10.01,4.9,4.2
13-04-2025,14:20:00,CNR4228472042,Success,CUST8089,Prime SUV,Naranpura,Chharodi,9.84,16.2,,,,,,,311.232,Debit Card,24.33,4,4.7
07-04-2025,15:58:00,CNR9948022684,Success,CUST1174,Prime SUV,Ambawadi,Lal Darwaja,7.24,5.42,,,,,,,229.03,Debit Card,15.68,4.1,3.9
18-04-2025,01:57:00,CNR6460796998,Success,CUST4844,Prime SUV,Nikol,Drive-In,14.65,9.11,,,,,,,427.82,UPI,13.48,3,4.1
03-04-2025,23:09:00,CNR2153782877,Canceled by Driver,CUST7628,Prime Sedan,Shahpur,Sabarmati,,,,,Yes,Customer was coughing/sick,,,,,,,
22-04-2025,16:24:00,CNR3848517141,Success,CUST2171,Bike,Sola,Navrangpura,5.15,13.78,,,,,,,388.49,Cash,6.45,3.6,3.1
12-04-2025,15:16:00,CNR5704972959,Success,CUST2009,Bike,Shahpur,Chharodi,3.4,7.01,,,,,,,244.416,Debit Card,21.66,3.6,3.8
22-04-2025,03:10:00,CNR2983266897,Success,CUST7001,Prime Plus,Asarwa,Behrampura,13.83,15.12,,,,,,,593.37,Credit Card,21.15,4.4,3.6
14-04-2025,18:12:00,CNR3645878953,Canceled by Customer,CUST4054,Prime SUV,Danilimda,Thaltej,,,Yes,Driver is not moving towards pickup location,,,,,,,,,
02-04-2025,23:10:00,CNR7284752032,Canceled by Driver,CUST1442,Prime SUV,Naroda,Kubernagar,,,,,Yes,Customer related issue,,,,,,,
21-04-2025,10:01:00,CNR5219474663,Success,CUST7842,Auto,Navrangpura,Nikol,12.32,17.89,,,,,,,864.87,Credit Card,12.94,3.4,3.2
22-04-2025,20:13:00,CNR8568125321,Success,CUST1322,eBike,Drive-In,Sola,5.94,15.83,,,,,,,703.69,Credit Card,2.8,4,4.6
06-04-2025,22:19:00,CNR5263090980,Canceled by Customer,CUST1136,Mini,Ranip,New Ranip,,,Yes,Change of plans,,,,,,,,,
07-04-2025,17:19:00,CNR8076914380,Success,CUST5692,Auto,Shahpur,Paldi,11.96,12.96,,,,,,,413.86,Wallet,17.07,3.8,4.9
22-04-2025,23:12:00,CNR8421951168,Success,CUST1949,Prime Sedan,Ambawadi,Vatva,11.01,8.48,,,,,,,360.41,Credit Card,9.11,3.1,4.1
17-04-2025,05:38:00,CNR6360395056,Canceled by Driver,CUST5172,Prime SUV,Bopal,Bopal,,,,,Yes,Personal & Car related issue,,,,,,,
29-04-2025,21:50:00,CNR1263618349,Canceled by Driver,CUST5776,Prime Plus,Science City,Behrampura,,,,,Yes,Personal & Car related issue,,,,,,,
18-04-2025,03:28:00,CNR2712040710,Canceled by Driver,CUST6689,Auto,Shahpur,Vastrapur,,,,,Yes,Customer was coughing/sick,,,,,,,
21-04-2025,17:39:00,CNR7653261021,Canceled by Driver,CUST9210,Auto,Ghodasar,Prahlad Nagar,,,,,Yes,Customer was coughing/sick,,,,,,,
16-04-2025,14:36:00,CNR4655657866,Canceled by Driver,CUST5762,Prime Plus,Ghodasar,Bodakdev,,,,,Yes,More than permitted people in there,,,,,,,
11-04-2025,08:29:00,CNR3104762723,Success,CUST7473,Prime Sedan,Chharodi,Ghodasar,14.7,12.78,,,,,,,311.46,UPI,8.32,3.4,3.3
06-04-2025,17:47:00,CNR8338338519,Success,CUST9463,Prime Plus,Paldi,Jamialpur,13.64,11.07,,,,,,,223.728,Credit Card,24.91,4.5,4
18-04-2025,21:57:00,CNR5702489384,Success,CUST3025,Prime SUV,Jamialpur,Sola,10.68,18.78,,,,,,,296.1,Wallet,14.62,4.9,3.7
01-04-2025,01:44:00,CNR6228449301,Success,CUST6608,Prime Sedan,Dariapur,Paldi,11.89,12.25,,,,,,,197.79,Cash,10.95,4.1,4.2
18-04-2025,18:44:00,CNR2412743741,Canceled by Driver,CUST2748,Mini,Gota,Asarwa,,,,,Yes,More than permitted people in there,,,,,,,
08-04-2025,03:08:00,CNR5925742112,Canceled by Driver,CUST5144,Prime Plus,Ghodasar,Ambawadi,,,,,Yes,Customer related issue,,,,,,,
01-04-2025,17:57:00,CNR6390856799,Success,CUST2852,Prime Sedan,Narol,Maninagar,9.31,12.72,,,,,,,410.3,Credit Card,2.11,3.3,3
16-04-2025,00:16:00,CNR2088988833,Incomplete,CUST3894,Prime Plus,Bodakdev,Manek Chowk,,,,,,,Yes,Customer Demand,,,,,
18-04-2025,05:03:00,CNR3606002533,Success,CUST7428,Prime Plus,Bodakdev,Navrangpura,14.88,14.41,,,,,,,411.47,Debit Card,14.25,5,4.5
16-04-2025,06:22:00,CNR4106378001,Incomplete,CUST8693,Mini,Sabarmati,Kalupur,,,,,,,Yes,Other Issue,,,,,
08-04-2025,02:19:00,CNR7492564462,Canceled by Driver,CUST2300,Prime SUV,Ranip,Navrangpura,,,,,Yes,More than permitted people in there,,,,,,,
15-04-2025,23:01:00,CNR8345219748,Success,CUST2116,Auto,Hansol,Ashram Road,9.81,6.41,,,,,,,680.26,Debit Card,20.41,4.4,4.8
02-04-2025,07:33:00,CNR8960713844,Canceled by Customer,CUST3794,Prime Plus,Ghodasar,Ellis Bridge,,,Yes,Wrong Address,,,,,,,,,
07-04-2025,14:21:00,CNR8090284688,Success,CUST5788,Prime Sedan,Meghaninagar,Naroda,12.4,9.27,,,,,,,757.25,Credit Card,16.99,3.7,4.7
02-04-2025,19:59:00,CNR5962272571,Success,CUST5863,Mini,CG Road,Prahlad Nagar,4.08,19.24,,,,,,,264.39,Credit Card,8.24,3.9,3.5
09-04-2025,10:45:00,CNR9845317843,Success,CUST7649,Mini,Narol,Juhapura,14.11,12.32,,,,,,,410.92,Credit Card,12.87,3.5,3.9
16-04-2025,01:26:00,CNR9778973996,Success,CUST3295,Prime SUV,Ranip,Bopal,8.04,6.8,,,,,,,819.35,Cash,5.64,4.6,3.5
10-04-2025,02:30:00,CNR9073422208,Incomplete,CUST4349,Bike,Drive-In,Bopal,,,,,,,Yes,Vehicle Breakdown,,,,,
25-04-2025,01:46:00,CNR2417590681,Success,CUST5762,Mini,Odhav,Ashram Road,9.55,15.62,,,,,,,95.14,Cash,4.55,4.9,4.7
10-04-2025,03:04:00,CNR1889560974,Success,CUST8975,eBike,Jamialpur,Science City,9.7,12.31,,,,,,,710.45,Credit Card,13.91,4.2,3.7
11-04-2025,12:26:00,CNR5169340601,Success,CUST8386,Prime SUV,Gomtipur,Maninagar,8.92,5.61,,,,,,,279.5,UPI,4.23,3.3,4.9
29-04-2025,11:41:00,CNR7640050373,Success,CUST2147,Prime Sedan,Drive-In,Chandkheda,6.57,14.86,,,,,,,459.81,UPI,10.67,4.6,3.8
25-04-2025,13:10:00,CNR3916149414,Incomplete,CUST2996,Auto,Sola,New Ranip,,,,,,,Yes,Other Issue,,,,,
20-04-2025,11:13:00,CNR3364870388,Success,CUST6837,Prime Plus,Lal Darwaja,Paldi,13.87,19.09,,,,,,,70.608,Wallet,1.78,4.2,4.7
18-04-2025,10:18:00,CNR8080178867,Incomplete,CUST1083,eBike,Paldi,Paldi,,,,,,,Yes,Vehicle Breakdown,,,,,
17-04-2025,08:47:00,CNR2679109936,Incomplete,CUST4431,Mini,Behrampura,Bopal,,,,,,,Yes,Customer Demand,,,,,
09-04-2025,12:21:00,CNR6404553430,Canceled by Driver,CUST3557,Prime Plus,Sola,Ranip,,,,,Yes,Customer was coughing/sick,,,,,,,
24-04-2025,02:51:00,CNR9286237514,Success,CUST2855,Prime Sedan,Vejalpur,Maninagar,6.8,7.32,,,,,,,457.42,Debit Card,24.31,3.3,4.3
25-04-2025,08:26:00,CNR7605954747,Success,CUST9259,eBike,Juhapura,Bopal,13.08,9.45,,,,,,,461.4,Cash,2.39,3.9,4
24-04-2025,15:52:00,CNR1754604003,Incomplete,CUST5363,Prime Plus,Science City,Narol,,,,,,,Yes,Customer Demand,,,,,
14-04-2025,06:16:00,CNR4488651358,Success,CUST2054,Prime SUV,Juhapura,Satellite,3.27,19.83,,,,,,,467.04,UPI,10.61,3.3,3.8
07-04-2025,07:19:00,CNR4243618130,Incomplete,CUST1329,Bike,Saraspur,Navrangpura,,,,,,,Yes,Vehicle Breakdown,,,,,
15-04-2025,20:21:00,CNR6871372588,Success,CUST5826,Mini,Drive-In,Thaltej,11.04,13.69,,,,,,,556.38,Debit Card,1.97,4.2,4.5
03-04-2025,11:07:00,CNR9979201529,Success,CUST1808,eBike,Vatva,CG Road,5.28,17.58,,,,,,,346.19,Debit Card,4.62,4.6,4.9
03-04-2025,06:51:00,CNR9512487673,Success,CUST1542,Auto,Narol,Meghaninagar,5.87,7.12,,,,,,,329.11,Wallet,11.46,4,3.9
07-04-2025,01:14:00,CNR9191028613,Canceled by Driver,CUST6649,Mini,Saraspur,Bodakdev,,,,,Yes,More than permitted people in there,,,,,,,
19-04-2025,04:15:00,CNR2148691900,Incomplete,CUST9106,eBike,Bodakdev,Ashram Road,,,,,,,Yes,Other Issue,,,,,
11-04-2025,08:45:00,CNR7090155132,Success,CUST7642,Prime Sedan,Dariapur,Maninagar,14.95,6.84,,,,,,,457.29,UPI,12.42,4.9,3.5
16-04-2025,15:13:00,CNR6308075967,Success,CUST4131,Prime Plus,Chharodi,Kalupur,8.45,5.01,,,,,,,371.09,Cash,18.38,3.9,3
16-04-2025,23:18:00,CNR9303059007,Success,CUST5071,eBike,Danilimda,Ashram Road,3.2,8.26,,,,,,,106.45,Debit Card,21.79,3.1,4.6
25-04-2025,16:22:00,CNR5459196036,Success,CUST6627,Bike,Bopal,Vasna,8.8,11.42,,,,,,,151.98,Debit Card,12.68,4.6,3.3
09-04-2025,06:18:00,CNR7624038847,Success,CUST6024,Mini,Saraspur,Jamialpur,14.56,11.44,,,,,,,734.65,Debit Card,6.63,4,3.9
19-04-2025,22:15:00,CNR8497260914,Success,CUST1943,Prime Sedan,Vatva,Naroda,7.71,17.89,,,,,,,558.468,Cash,1.32,3.3,3.1
10-04-2025,23:26:00,CNR1251192548,Success,CUST5385,Auto,Vejalpur,Odhav,9.89,16.67,,,,,,,93.97,Debit Card,21.1,3.4,3.2
04-04-2025,08:21:00,CNR9473335544,Success,CUST9161,Prime Plus,Paldi,Science City,10.41,11.31,,,,,,,411.19,UPI,2.12,4.5,4.4
04-04-2025,16:55:00,CNR8232568713,Success,CUST3294,Prime Plus,Kalupur,Ellis Bridge,4.92,5.7,,,,,,,373.37,Wallet,2.02,3.5,4.5
19-04-2025,20:39:00,CNR1391156476,Success,CUST4346,eBike,CG Road,Vastrapur,11.96,11.46,,,,,,,761.808,Cash,23.99,3.2,4.5
29-04-2025,10:12:00,CNR7492750844,Canceled by Driver,CUST7136,Bike,Prahlad Nagar,Prahlad Nagar,,,,,Yes,Customer related issue,,,,,,,
21-04-2025,21:14:00,CNR3510955580,Success,CUST3860,Bike,Asarwa,Danilimda,7,14.07,,,,,,,445.73,Wallet,18.14,3.7,3.9
19-04-2025,07:15:00,CNR9872173595,Success,CUST7528,Prime Sedan,Saraspur,Dariapur,10.68,7.32,,,,,,,875.28,Credit Card,20.21,4.9,3.2
24-04-2025,07:11:00,CNR5290621538,Success,CUST3583,Auto,Ambawadi,Lal Darwaja,4.62,8.89,,,,,,,355.92,Debit Card,12.91,3.1,3.6
21-04-2025,00:30:00,CNR8406587909,Success,CUST3313,Mini,Ranip,Vastrapur,3.22,9.32,,,,,,,52.6,UPI,9.48,3.8,4.8
30-04-2025,09:48:00,CNR2057417061,Canceled by Driver,CUST6814,Auto,Shahpur,Navrangpura,,,,,Yes,Personal & Car related issue,,,,,,,
29-04-2025,17:01:00,CNR4520174952,Success,CUST5485,Auto,Prahlad Nagar,Vejalpur,8.17,12.26,,,,,,,509.21,Debit Card,8.9,3.7,3.2
19-04-2025,11:55:00,CNR5227920218,Canceled by Driver,CUST3604,eBike,Vastrapur,Satellite,,,,,Yes,Personal & Car related issue,,,,,,,
16-04-2025,15:46:00,CNR2386579856,Success,CUST6040,Prime Sedan,Amraiwadi,CG Road,10.84,19.93,,,,,,,174.22,Debit Card,20.63,3,4.2
07-04-2025,08:36:00,CNR4259062522,Canceled by Driver,CUST1299,Prime Sedan,Hansol,Sola,,,,,Yes,Customer was coughing/sick,,,,,,,
09-04-2025,08:52:00,CNR6959692980,Success,CUST1585,Prime Sedan,Satellite,Chharodi,11.52,13.25,,,,,,,1697.98,Credit Card,20.36,3.8,4.9
02-04-2025,20:45:00,CNR4467080127,Success,CUST2949,Prime SUV,Chharodi,Memnagar,14.27,10.66,,,,,,,299.81,Credit Card,21.39,3.7,4.7
22-04-2025,03:43:00,CNR9643844617,Success,CUST5659,Prime Plus,New Ranip,Bodakdev,8.41,8.95,,,,,,,55.6,UPI,7.64,4.9,4.8
04-04-2025,00:58:00,CNR6649574466,Canceled by Driver,CUST5605,Mini,Behrampura,Nikol,,,,,Yes,Customer related issue,,,,,,,
28-04-2025,04:57:00,CNR6710330097,Canceled by Driver,CUST6503,eBike,Memnagar,Vatva,,,,,Yes,Customer related issue,,,,,,,
14-04-2025,11:36:00,CNR4999039840,Success,CUST3091,Prime Sedan,Ashram Road,Gomtipur,14.83,9.9,,,,,,,937.75,Debit Card,4.7,3.5,3.3
05-04-2025,01:35:00,CNR1241476717,Success,CUST5576,eBike,Danilimda,New Ranip,14.14,10.95,,,,,,,1679.088,Wallet,15.14,4.9,4.2
05-04-2025,03:36:00,CNR8462885275,Success,CUST5572,Prime SUV,Juhapura,Behrampura,9.53,6.58,,,,,,,343.596,UPI,19.7,3,4.6
29-04-2025,11:48:00,CNR3907340321,Canceled by Driver,CUST9165,Prime Sedan,Lal Darwaja,Ashram Road,,,,,Yes,Customer related issue,,,,,,,
01-04-2025,03:35:00,CNR9894333027,Canceled by Driver,CUST8048,Bike,Shahpur,Vasna,,,,,Yes,Personal & Car related issue,,,,,,,
17-04-2025,16:05:00,CNR7901463985,Incomplete,CUST2527,Bike,Lal Darwaja,Vatva,,,,,,,Yes,Vehicle Breakdown,,,,,
13-04-2025,22:17:00,CNR8171337468,Canceled by Driver,CUST8687,Bike,Sabarmati,Naranpura,,,,,Yes,Customer related issue,,,,,,,
19-04-2025,20:16:00,CNR4301500217,Canceled by Driver,CUST9685,Prime SUV,Ashram Road,Asarwa,,,,,Yes,Customer was coughing/sick,,,,,,,
25-04-2025,15:55:00,CNR7403603790,Canceled by Driver,CUST8172,Auto,Hansol,Ellis Bridge,,,,,Yes,Personal & Car related issue,,,,,,,
16-04-2025,18:30:00,CNR6814176327,Success,CUST2300,Mini,Paldi,Prahlad Nagar,9.17,14.62,,,,,,,299.67,Credit Card,22.6,3.6,4.4
07-04-2025,04:26:00,CNR1134959608,Success,CUST9011,eBike,Odhav,Vastrapur,13.62,18.55,,,,,,,318.04,Cash,10.83,4.2,4.8
25-04-2025,06:20:00,CNR1219624208,Success,CUST3449,Bike,Lal Darwaja,Navrangpura,13.51,6.06,,,,,,,280.27,Wallet,15.82,4.4,3.4
23-04-2025,16:38:00,CNR1634783848,Success,CUST1438,Prime Plus,Vejalpur,Thaltej,6.8,5.94,,,,,,,408.74,Wallet,11.96,4.5,4.6
04-04-2025,20:19:00,CNR6775531049,Incomplete,CUST3107,Auto,Odhav,Ellis Bridge,,,,,,,Yes,Other Issue,,,,,
18-04-2025,15:56:00,CNR5672544192,Success,CUST3695,eBike,Asarwa,Bodakdev,9.27,19.45,,,,,,,294.21,Wallet,10.83,4.2,3.9
15-04-2025,18:41:00,CNR3692305845,Canceled by Driver,CUST9420,Bike,Kubernagar,Vastrapur,,,,,Yes,Personal & Car related issue,,,,,,,
07-04-2025,03:49:00,CNR2988250897,Success,CUST9223,Prime Plus,Isanpur,Satellite,12.18,12.83,,,,,,,890.31,Debit Card,17.08,3.5,4.1
10-04-2025,22:51:00,CNR4047767164,Canceled by Customer,CUST1107,Bike,Saraspur,Paldi,,,Yes,Driver asked to cancel,,,,,,,,,
22-04-2025,05:29:00,CNR6228775343,Success,CUST3896,Bike,Vejalpur,Naranpura,13.11,13.75,,,,,,,735.94,Debit Card,17,3.1,3.9
12-04-2025,00:19:00,CNR5165584084,Success,CUST9748,Prime Plus,Sabarmati,Vasna,9.5,13.11,,,,,,,884.46,Debit Card,23.66,3.7,3.9
29-04-2025,13:07:00,CNR8639740439,Canceled by Customer,CUST9921,Auto,Behrampura,Bopal,,,Yes,Change of plans,,,,,,,,,
11-04-2025,02:55:00,CNR1043125521,Success,CUST4291,eBike,Odhav,Satellite,3.91,7.24,,,,,,,92.67,UPI,4.51,4.8,4.4
08-04-2025,23:40:00,CNR7924806351,Canceled by Driver,CUST4464,Prime SUV,Shahpur,Maninagar,,,,,Yes,Personal & Car related issue,,,,,,,
23-04-2025,02:34:00,CNR4161972213,Canceled by Driver,CUST9301,Prime Plus,Isanpur,CG Road,,,,,Yes,Personal & Car related issue,,,,,,,
24-04-2025,05:54:00,CNR1695288447,Success,CUST5883,Bike,Behrampura,Manek Chowk,4.29,6.05,,,,,,,328.96,Debit Card,13.53,4.1,3.8
08-04-2025,02:06:00,CNR9189794642,Canceled by Driver,CUST3002,Prime SUV,Asarwa,Behrampura,,,,,Yes,Personal & Car related issue,,,,,,,
04-04-2025,23:36:00,CNR4233577702,Success,CUST2859,eBike,Drive-In,Odhav,9.55,7.87,,,,,,,54.28,UPI,24.59,3.5,3.8
16-04-2025,05:49:00,CNR8986449109,Success,CUST5328,Auto,Chandkheda,New Ranip,12.77,13.89,,,,,,,119,Debit Card,18.34,3.1,3.6
18-04-2025,09:09:00,CNR8636510665,Success,CUST2137,Bike,Vejalpur,Kalupur,9.71,10.11,,,,,,,178.17,Wallet,14.93,3.5,3.9
03-04-2025,06:57:00,CNR4528460480,Success,CUST2488,Prime SUV,Chharodi,Prahlad Nagar,12.17,15.38,,,,,,,283.34,Wallet,7.35,4.9,4.8
17-04-2025,13:34:00,CNR9519614724,Canceled by Driver,CUST6490,Prime Sedan,Ellis Bridge,Naranpura,,,,,Yes,Customer was coughing/sick,,,,,,,
21-04-2025,16:28:00,CNR4235533522,Incomplete,CUST4484,Mini,Bopal,Gota,,,,,,,Yes,Vehicle Breakdown,,,,,
04-04-2025,17:43:00,CNR9118835455,Canceled by Customer,CUST7502,Prime SUV,Isanpur,Gomtipur,,,Yes,Driver asked to cancel,,,,,,,,,
23-04-2025,12:44:00,CNR2224181237,Success,CUST9726,Mini,Thaltej,Danilimda,6.41,17.01,,,,,,,147.16,Credit Card,7.36,4.2,4.2
08-04-2025,15:45:00,CNR9437651670,Success,CUST9362,Bike,Isanpur,Ellis Bridge,8.56,18.93,,,,,,,739.75,Cash,7.3,5,3.4
